Distribution Type,Histogram
Distribution Type,Histogram
Use,EMISSIONS
Units,kg_methane
Emission Factor Type,Leaker
Gas Type,methane
Emission Unit,kg
Time Basis,s
Activity Basis,One per Dehydrator
User Units,scfs (methane)
Source,https://enviro.epa.gov/enviro/GHG_NAV_TOOL_V2.get_step3?table_name=EF_W_DEHYDRATORS_LARGE 
Component,Dehydrator Still Vent
Note1,GHGRP Reporting year 2019
Note2,Includes only reports with no vapor recovery and vent and/or combustion emissions
Note3,Includes only reports with wet gas CO2 content of >=0.30 molar fraction
Data Subset,Gathering Sector with Throughput > 25.0 MMscfdú Sector with Throughput > 
Mean Emission Rate,
Median Emission Rate,
Report Count,771
Leak Probability,1
%%%ENDOFMETADATA%%%,
EmissionRate,Probability
0.0001,0.166883963494133
0.0003,0.0247718383311604
0.0005,0.0365058670143416
0.0007,0.0325945241199478
0.0009,0.0417209908735332
0.0011,0.0208604954367666
0.0013,0.0234680573663625
0.0015,0.0143415906127771
0.0017,0.0143415906127771
0.0019,0.0208604954367666
0.0021,0.0143415906127771
0.0023,0.0117340286831812
0.0025,0.0312907431551499
0.0027,0.0234680573663625
0.0029,0.0169491525423729
0.0031,0.0169491525423729
0.0033,0.0091264667535854
0.0035,0.0104302477183833
0.0037,0.0130378096479791
0.0039,0.00391134289439374
0.0041,0.0104302477183833
0.0043,0.00130378096479791
0.0047,0.00260756192959583
0.0049,0.0104302477183833
0.0051,0.0117340286831812
0.0053,0.00391134289439374
0.0055,0.00651890482398957
0.0057,0.00130378096479791
0.0059,0.00651890482398957
0.0061,0.0091264667535854
0.0063,0.00521512385919166
0.0065,0.00651890482398957
0.0067,0.00391134289439374
0.0069,0.0091264667535854
0.0071,0.00391134289439374
0.0073,0.00651890482398957
0.0075,0.00521512385919166
0.0077,0.00782268578878748
0.0079,0.00391134289439374
0.0081,0.00260756192959583
0.0083,0.00651890482398957
0.0085,0.00260756192959583
0.0087,0.00391134289439374
0.0089,0.00651890482398957
0.0091,0.00391134289439374
0.0093,0.00391134289439374
0.0095,0.00260756192959583
0.0097,0.0091264667535854
0.0099,0.00521512385919166
0.0101,0.00521512385919166
0.0103,0.00130378096479791
0.0105,0.00130378096479791
0.0107,0.00521512385919166
0.0109,0.00260756192959583
0.0111,0.00521512385919166
0.0113,0.00260756192959583
0.0115,0.00130378096479791
0.0117,0.00260756192959583
0.0119,0.00782268578878748
0.0121,0.00391134289439374
0.0123,0.00260756192959583
0.0125,0.00521512385919166
0.0127,0.00130378096479791
0.0129,0.00130378096479791
0.0131,0.00521512385919166
0.0133,0.00651890482398957
0.0135,0.00391134289439374
0.0137,0.0091264667535854
0.0139,0.00651890482398957
0.0141,0.0117340286831812
0.0143,0.0195567144719687
0.0145,0.00521512385919166
0.0147,0.00651890482398957
0.0149,0.00391134289439374
0.0155,0.00651890482398957
0.0157,0.00130378096479791
0.0163,0.00391134289439374
0.0169,0.00130378096479791
0.0173,0.00391134289439374
0.0177,0.00260756192959583
0.0179,0.00130378096479791
0.0183,0.00130378096479791
0.0185,0.00391134289439374
0.0187,0.00260756192959583
0.0193,0.00130378096479791
0.0195,0.00260756192959583
0.0199,0.00130378096479791
0.0201,0.00130378096479791
0.0207,0.00130378096479791
0.0211,0.00391134289439374
0.0213,0.00130378096479791
0.0215,0.00130378096479791
0.0217,0.00260756192959583
0.0219,0.00130378096479791
0.0223,0.00130378096479791
0.0227,0.00130378096479791
0.0229,0.00260756192959583
0.0231,0.00130378096479791
0.0233,0.00130378096479791
0.0237,0.00130378096479791
0.0243,0.00130378096479791
0.0245,0.00260756192959583
0.0251,0.00260756192959583
0.0253,0.00130378096479791
0.0255,0.00130378096479791
0.0259,0.00391134289439374
0.0265,0.00130378096479791
0.0267,0.00130378096479791
0.0273,0.00130378096479791
0.0283,0.00130378096479791
0.0291,0.00260756192959583
0.0293,0.00130378096479791
0.0295,0.00130378096479791
0.0297,0.00130378096479791
0.0299,0.00130378096479791
0.0319,0.00130378096479791
0.0343,0.00130378096479791
0.0355,0.00130378096479791
0.0413,0.00130378096479791
0.0417,0.00260756192959583
0.0421,0.00130378096479791
0.0431,0.00130378096479791
0.0483,0.00130378096479791
0.0509,0.00130378096479791
0.0541,0.00130378096479791
0.0609,0.00260756192959583
0.0621,0.00130378096479791
0.0633,0.00130378096479791
0.0643,0.00130378096479791
0.0749,0.00391134289439374
0.0797,0.00130378096479791
0.0833,0.00130378096479791
0.0939,0.00130378096479791
0.0945,0.00130378096479791
0.1009,0.00130378096479791
0.1195,0.00130378096479791
0.1197,0.00130378096479791
0.1241,0.00130378096479791
0.1257,0.00130378096479791
0.1269,0.00130378096479791
0.1361,0.00130378096479791
0.1425,0.00130378096479791
0.1427,0.00130378096479791
0.1487,0.00130378096479791
0.1565,0.00130378096479791
0.1569,0.00130378096479791
0.1721,0.00130378096479791
0.1761,0.00260756192959583
0.1981,0.00130378096479791
0.2079,0.00130378096479791
0.2277,0.00130378096479791
0.2301,0.00130378096479791
0.2311,0.00130378096479791
0.2471,0.00130378096479791
0.2721,0.00130378096479791
0.2739,0.00130378096479791
0.3007,0.00260756192959583
0.3009,0.00130378096479791
0.3351,0.00130378096479791
0.3545,0.00130378096479791
0.3683,0.00130378096479791
0.3907,0.00130378096479791
0.3919,0.00130378096479791
0.4019,0.00130378096479791
0.4045,0.00130378096479791
0.4063,0.00130378096479791
0.4343,0.00130378096479791
0.4859,0.00130378096479791
0.5281,0.00130378096479791
0.5567,0.00130378096479791
